No.;Time;signal strength;Source;Destination;Info;Length;;;;Signal 1;Signal 2
278;12.633.847.165;-70 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=61/15616, ttl=64 (no response found!);172;;192.168.1.109;;;-70 dBm
279;12.637.265.543;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=61/15616, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
280;12.637.286.276;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=61/15616, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
281;12.637.974.644;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=61/15616, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
282;12.639.664.969;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=61/15616, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
283;12.639.691.744;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=61/15616, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
284;12.639.708.168;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=61/15616, ttl=64 (reply in 285);161;;192.168.1.109;;;-50 dBm
285;12.641.325.226;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=61/15616, ttl=64 (request in 284);172;;192.168.1.109;;;-79 dBm
286;12.643.412.693;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=61/15616, ttl=64;161;;192.168.1.109;;;-50 dBm
287;12.810.736.090;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=96/24576, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
288;12.811.961.894;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=96/24576, ttl=64 (reply in 289);161;;192.168.1.105;;-50 dBm;
289;12.817.359.321;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=96/24576, ttl=64 (request in 288);172;;192.168.1.105;;-79 dBm;
290;12.819.475.780;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=96/24576, ttl=64;161;;192.168.1.105;;-51 dBm;
298;13.636.354.046;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=62/15872, ttl=64 (no response found!);172;;192.168.1.109;;;-71 dBm
299;13.661.087.993;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=62/15872, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
300;13.661.106.150;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=62/15872, ttl=64 (reply in 301);161;;192.168.1.109;;;-50 dBm
301;13.796.589.075;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=62/15872, ttl=64 (request in 300);172;;192.168.1.109;;;-78 dBm
302;13.798.656.366;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=62/15872, ttl=64;161;;192.168.1.109;;;-51 dBm
303;13.812.773.820;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=97/24832, ttl=64 (no response found!);161;;192.168.1.105;;-56 dBm;
304;13.814.848.775;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=97/24832, ttl=64 (reply in 305);161;;192.168.1.105;;-50 dBm;
305;13.815.470.967;-77 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=97/24832, ttl=64 (request in 304);172;;192.168.1.105;;-77 dBm;
306;13.817.476.949;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=97/24832, ttl=64;161;;192.168.1.105;;-51 dBm;
313;14.685.619.342;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=63/16128, ttl=64 (reply in 314);161;;192.168.1.109;;;-51 dBm
314;14.691.906.454;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=63/16128, ttl=64 (request in 313);172;;192.168.1.109;;;-78 dBm
315;14.693.472.799;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=63/16128, ttl=64;172;;192.168.1.109;;;-78 dBm
316;14.693.502.681;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=63/16128, ttl=64;161;;192.168.1.109;;;-50 dBm
317;14.814.527.085;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=98/25088, ttl=64 (no response found!);161;;192.168.1.105;;-56 dBm;
318;14.816.432.156;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=98/25088, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
319;14.816.456.088;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=98/25088, ttl=64 (reply in 320);161;;192.168.1.105;;-50 dBm;
320;14.821.746.315;-77 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=98/25088, ttl=64 (request in 319);172;;192.168.1.105;;-77 dBm;
321;14.822.111.098;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=98/25088, ttl=64;172;;192.168.1.105;;-78 dBm;
322;14.824.154.140;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=98/25088, ttl=64;161;;192.168.1.105;;-51 dBm;
329;15.639.571.414;-70 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=64/16384, ttl=64 (no response found!);172;;192.168.1.109;;;-70 dBm
330;15.708.849.637;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=64/16384, ttl=64 (no response found!);161;;192.168.1.109;;;-51 dBm
331;15.708.870.116;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=64/16384, ttl=64 (reply in 334);161;;192.168.1.109;;;-50 dBm
332;15.816.118.108;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=99/25344, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
333;15.817.868.650;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=99/25344, ttl=64 (reply in 335);161;;192.168.1.105;;-50 dBm;
334;15.845.276.921;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=64/16384, ttl=64 (request in 331);172;;192.168.1.109;;;-78 dBm
335;15.847.476.379;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=99/25344, ttl=64 (request in 333);172;;192.168.1.105;;-78 dBm;
336;15.849.613.514;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=99/25344, ttl=64;161;;192.168.1.105;;-50 dBm;
337;15.913.405.815;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=64/16384, ttl=64;161;;192.168.1.109;;;-51 dBm
344;16.733.297.606;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=65/16640, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
345;16.733.316.540;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=65/16640, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
346;16.733.332.040;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=65/16640, ttl=64 (reply in 347);161;;192.168.1.109;;;-51 dBm
347;16.740.211.055;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=65/16640, ttl=64 (request in 346);172;;192.168.1.109;;;-78 dBm
348;16.741.892.736;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=65/16640, ttl=64;161;;192.168.1.109;;;-50 dBm
349;16.817.744.352;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=100/25600, ttl=64 (no response found!);161;;192.168.1.105;;-56 dBm;
350;16.819.235.669;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=100/25600, ttl=64 (reply in 351);161;;192.168.1.105;;-50 dBm;
351;16.825.933.527;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=100/25600, ttl=64 (request in 350);172;;192.168.1.105;;-78 dBm;
352;16.827.944.714;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=100/25600, ttl=64;161;;192.168.1.105;;-51 dBm;
361;17.758.893.672;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=66/16896, ttl=64 (reply in 366);161;;192.168.1.109;;;-51 dBm
362;17.818.962.115;-55 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=101/25856, ttl=64 (no response found!);161;;192.168.1.105;;-55 dBm;
363;17.821.199.325;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=101/25856, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
364;17.821.223.341;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=101/25856, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
365;17.821.240.775;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=101/25856, ttl=64 (reply in 367);161;;192.168.1.105;;-51 dBm;
366;17.894.879.745;-77 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=66/16896, ttl=64 (request in 361);172;;192.168.1.109;;;-77 dBm
367;17.897.381.485;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=101/25856, ttl=64 (request in 365);172;;192.168.1.105;;-78 dBm;
368;17.899.390.690;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=101/25856, ttl=64;161;;192.168.1.105;;-51 dBm;
369;17.961.369.037;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=66/16896, ttl=64;161;;192.168.1.109;;;-51 dBm
394;18.678.598.946;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=67/17152, ttl=64 (no response found!);161;;192.168.1.109;;;-51 dBm
395;18.678.616.841;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=67/17152, ttl=64 (no response found!);161;;192.168.1.109;;;-51 dBm
396;18.679.603.747;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=67/17152, ttl=64 (no response found!);161;;192.168.1.109;;;-51 dBm
397;18.679.622.272;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=67/17152, ttl=64 (reply in 398);161;;192.168.1.109;;;-50 dBm
398;18.687.821.931;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=67/17152, ttl=64 (request in 397);172;;192.168.1.109;;;-78 dBm
399;18.689.805.886;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=67/17152, ttl=64;161;;192.168.1.109;;;-50 dBm
400;18.820.412.559;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=102/26112, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
401;18.822.369.079;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=102/26112, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
402;18.822.392.889;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=102/26112, ttl=64 (reply in 403);161;;192.168.1.105;;-50 dBm;
403;18.837.004.044;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=102/26112, ttl=64 (request in 402);172;;192.168.1.105;;-78 dBm;
404;18.838.995.377;-49 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=102/26112, ttl=64;161;;192.168.1.105;;-49 dBm;
414;19.645.078.112;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=68/17408, ttl=64 (no response found!);172;;192.168.1.109;;;-71 dBm
415;19.702.212.214;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=68/17408, ttl=64 (reply in 416);161;;192.168.1.109;;;-51 dBm
416;19.709.273.613;-77 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=68/17408, ttl=64 (request in 415);172;;192.168.1.109;;;-77 dBm
417;19.711.490.765;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=68/17408, ttl=64;161;;192.168.1.109;;;-51 dBm
418;19.822.053.577;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=103/26368, ttl=64 (no response found!);161;;192.168.1.105;;-56 dBm;
419;19.824.009.654;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=103/26368, ttl=64 (no response found!);161;;192.168.1.105;;-51 dBm;
420;19.824.033.607;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=103/26368, ttl=64 (reply in 421);161;;192.168.1.105;;-51 dBm;
421;19.830.475.777;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=103/26368, ttl=64 (request in 420);172;;192.168.1.105;;-78 dBm;
422;19.831.968.406;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=103/26368, ttl=64;161;;192.168.1.105;;-50 dBm;
430;20.728.608.572;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=69/17664, ttl=64 (reply in 434);161;;192.168.1.109;;;-51 dBm
431;20.826.407.863;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=104/26624, ttl=64 (no response found!);161;;192.168.1.105;;-56 dBm;
432;20.831.701.052;-55 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=104/26624, ttl=64 (no response found!);161;;192.168.1.105;;-55 dBm;
433;20.834.134.418;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=104/26624, ttl=64 (reply in 435);161;;192.168.1.105;;-50 dBm;
434;20.865.349.320;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=69/17664, ttl=64 (request in 430);172;;192.168.1.109;;;-78 dBm
435;20.867.445.207;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=104/26624, ttl=64 (request in 433);172;;192.168.1.105;;-78 dBm;
436;20.869.461.300;-49 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=104/26624, ttl=64;161;;192.168.1.105;;-49 dBm;
437;21.033.387.886;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=69/17664, ttl=64;161;;192.168.1.109;;;-50 dBm
445;21.647.541.232;-70 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=70/17920, ttl=64 (no response found!);172;;192.168.1.109;;;-70 dBm
446;21.750.127.112;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=70/17920, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
447;21.750.145.351;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=70/17920, ttl=64 (no response found!);161;;192.168.1.109;;;-51 dBm
448;21.750.675.719;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=70/17920, ttl=64 (no response found!);161;;192.168.1.109;;;-51 dBm
449;21.751.504.096;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=70/17920, ttl=64 (reply in 450);161;;192.168.1.109;;;-50 dBm
450;21.757.366.427;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=70/17920, ttl=64 (request in 449);172;;192.168.1.109;;;-78 dBm
451;21.759.889.163;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=70/17920, ttl=64;161;;192.168.1.109;;;-50 dBm
452;21.759.913.644;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=70/17920, ttl=64;161;;192.168.1.109;;;-50 dBm
453;21.759.932.206;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=70/17920, ttl=64;161;;192.168.1.109;;;-51 dBm
454;21.824.451.596;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=105/26880, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
455;21.825.992.249;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=105/26880, ttl=64 (reply in 456);161;;192.168.1.105;;-50 dBm;
456;21.831.604.541;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=105/26880, ttl=64 (request in 455);172;;192.168.1.105;;-78 dBm;
457;21.833.642.388;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=105/26880, ttl=64;161;;192.168.1.105;;-50 dBm;
465;22.650.783.572;-70 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=71/18176, ttl=64 (no response found!);172;;192.168.1.109;;;-70 dBm
466;22.672.225.079;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=71/18176, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
467;22.672.244.168;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=71/18176, ttl=64 (reply in 468);161;;192.168.1.109;;;-50 dBm
468;22.673.520.448;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=71/18176, ttl=64 (request in 467);172;;192.168.1.109;;;-78 dBm
469;22.675.523.125;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=71/18176, ttl=64;161;;192.168.1.109;;;-51 dBm
470;22.825.732.778;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=106/27136, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
471;22.827.233.030;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=106/27136, ttl=64 (reply in 472);161;;192.168.1.105;;-50 dBm;
472;22.833.473.395;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=106/27136, ttl=64 (request in 471);172;;192.168.1.105;;-78 dBm;
473;22.835.458.996;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=106/27136, ttl=64;161;;192.168.1.105;;-50 dBm;
481;23.652.082.553;-70 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=72/18432, ttl=64 (no response found!);172;;192.168.1.109;;;-70 dBm
482;23.697.632.080;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=72/18432, ttl=64 (reply in 489);161;;192.168.1.109;;;-50 dBm
483;23.827.507.953;-55 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=107/27392, ttl=64 (no response found!);161;;192.168.1.105;;-55 dBm;
484;23.829.513.160;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=107/27392, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
485;23.829.537.128;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=107/27392, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
486;23.829.553.935;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=107/27392, ttl=64 (no response found!);161;;192.168.1.105;;-51 dBm;
487;23.831.127.061;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=107/27392, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
488;23.831.151.128;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=107/27392, ttl=64 (reply in 492);161;;192.168.1.105;;-50 dBm;
489;23.834.601.220;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=72/18432, ttl=64 (request in 482);172;;192.168.1.109;;;-78 dBm
490;23.834.907.378;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=72/18432, ttl=64;172;;192.168.1.109;;;-78 dBm
491;23.835.287.199;-77 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=72/18432, ttl=64;172;;192.168.1.109;;;-77 dBm
492;23.836.953.860;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=107/27392, ttl=64 (request in 488);172;;192.168.1.105;;-78 dBm;
493;23.836.984.132;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=72/18432, ttl=64;161;;192.168.1.109;;;-50 dBm
494;23.838.515.803;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=107/27392, ttl=64;161;;192.168.1.105;;-50 dBm;
500;24.653.073.326;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=73/18688, ttl=64 (no response found!);172;;192.168.1.109;;;-71 dBm
501;24.720.513.879;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=73/18688, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
502;24.720.539.485;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=73/18688, ttl=64 (reply in 503);161;;192.168.1.109;;;-50 dBm
503;24.727.157.637;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=73/18688, ttl=64 (request in 502);172;;192.168.1.109;;;-78 dBm
504;24.729.322.827;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=73/18688, ttl=64;161;;192.168.1.109;;;-50 dBm
505;24.829.517.451;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=108/27648, ttl=64 (no response found!);161;;192.168.1.105;;-56 dBm;
506;24.832.095.066;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=108/27648, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
507;24.832.119.374;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=108/27648, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
508;24.832.134.982;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=108/27648, ttl=64 (reply in 509);161;;192.168.1.105;;-50 dBm;
509;24.837.444.899;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=108/27648, ttl=64 (request in 508);172;;192.168.1.105;;-78 dBm;
510;24.839.566.243;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=108/27648, ttl=64;161;;192.168.1.105;;-50 dBm;
518;25.654.547.357;-72 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=74/18944, ttl=64 (no response found!);172;;192.168.1.109;;;-72 dBm
519;25.743.882.851;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=74/18944, ttl=64 (reply in 523);161;;192.168.1.109;;;-50 dBm
520;25.830.593.572;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=109/27904, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
521;25.832.047.352;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=109/27904, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
522;25.832.072.307;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=109/27904, ttl=64 (reply in 524);161;;192.168.1.105;;-50 dBm;
523;25.880.359.851;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=74/18944, ttl=64 (request in 519);172;;192.168.1.109;;;-78 dBm
524;25.882.596.926;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=109/27904, ttl=64 (request in 522);172;;192.168.1.105;;-78 dBm;
