No.;Time;Signal Strength;Source;Destination;Protocol;Length;Info;;;;
357;17.359.939.819;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=61/15616, ttl=64 (reply in 360);;192.168.1.109;;-50 dBm
358;17.363.143.986;-74 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=95/24320, ttl=64 (request in 356);192.168.1.105;;-74 dBm;
359;17.365.689.101;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=95/24320, ttl=64;192.168.1.105;;-50 dBm;
360;17.365.725.176;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=61/15616, ttl=64 (request in 357);;192.168.1.109;;-50 dBm
370;18.130.731.580;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=96/24576, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
371;18.274.018.761;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=62/15872, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
372;18.278.269.802;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=96/24576, ttl=64 (no response found!);192.168.1.105;;0;
373;18.278.296.083;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=62/15872, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
374;18.279.509.422;-48 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=62/15872, ttl=64 (no response found!);;192.168.1.109;;-48 dBm
375;18.280.229.387;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=96/24576, ttl=64 (no response found!);192.168.1.105;;0;
376;18.280.254.995;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=62/15872, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
377;18.280.744.353;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=96/24576, ttl=64 (no response found!);192.168.1.105;;0;
378;18.280.769.613;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=62/15872, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
379;18.281.046.805;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=96/24576, ttl=64 (no response found!);192.168.1.105;;0;
380;18.281.073.862;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=62/15872, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
381;18.282.307.082;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=96/24576, ttl=64 (no response found!);192.168.1.105;;0;
382;18.282.336.072;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=62/15872, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
383;18.283.898.825;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=96/24576, ttl=64 (no response found!);192.168.1.105;;0;
384;18.283.924.802;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=62/15872, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
385;18.284.374.955;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=96/24576, ttl=64 (no response found!);192.168.1.105;;0;
386;18.284.403.204;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=62/15872, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
387;18.285.620.504;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=96/24576, ttl=64 (reply in 389);192.168.1.105;;0;
388;18.285.647.374;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=62/15872, ttl=64 (reply in 390);;192.168.1.109;;-50 dBm
389;18.286.127.572;-74 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=96/24576, ttl=64 (request in 387);192.168.1.105;;-74 dBm;
390;18.287.014.936;-74 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=62/15872, ttl=64 (request in 388);;192.168.1.109;;-74 dBm
391;18.288.848.584;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=96/24576, ttl=64;192.168.1.105;;-50 dBm;
392;18.288.876.136;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=96/24576, ttl=64;192.168.1.105;;-50 dBm;
393;18.288.906.439;-51 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=62/15872, ttl=64;;192.168.1.109;;-51 dBm
405;19.131.611.344;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=97/24832, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
406;19.133.317.446;-49 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=97/24832, ttl=64 (no response found!);192.168.1.105;;-49 dBm;
407;19.133.341.454;-51 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=97/24832, ttl=64 (reply in 408);192.168.1.105;;-51 dBm;
408;19.134.530.212;-74 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=97/24832, ttl=64 (request in 407);192.168.1.105;;-74 dBm;
409;19.136.520.502;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=97/24832, ttl=64;192.168.1.105;;-50 dBm;
410;19.273.917.358;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=63/16128, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
411;19.275.918.311;-51 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=63/16128, ttl=64 (reply in 412);;192.168.1.109;;-51 dBm
412;19.278.452.384;-74 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=63/16128, ttl=64 (request in 411);;192.168.1.109;;-74 dBm
413;19.294.775.882;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=63/16128, ttl=64;;192.168.1.109;;-50 dBm
423;20.135.482.410;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=98/25088, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
424;20.275.918.415;-70 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=64/16384, ttl=64 (no response found!);;192.168.1.109;;-70 dBm
425;20.296.464.793;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=98/25088, ttl=64 (reply in 427);192.168.1.105;;0;
426;20.296.483.218;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=64/16384, ttl=64 (reply in 429);;192.168.1.109;;-50 dBm
427;20.302.207.376;-51 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=98/25088, ttl=64 (request in 425);192.168.1.105;;-51 dBm;
428;20.302.233.766;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=98/25088, ttl=64;192.168.1.105;;-50 dBm;
429;20.302.261.418;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=64/16384, ttl=64 (request in 426);;192.168.1.109;;-50 dBm
438;21.136.025.586;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=99/25344, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
439;21.346.769.561;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=99/25344, ttl=64 (reply in 441);192.168.1.105;;0;
440;21.346.798.051;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=65/16640, ttl=64 (reply in 442);;192.168.1.109;;-50 dBm
441;21.349.271.426;-74 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=99/25344, ttl=64 (request in 439);192.168.1.105;;-74 dBm;
442;21.349.704.058;-74 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=65/16640, ttl=64 (request in 440);;192.168.1.109;;-74 dBm
443;21.351.849.943;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=99/25344, ttl=64;192.168.1.105;;-50 dBm;
444;21.351.886.316;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=65/16640, ttl=64;;192.168.1.109;;-50 dBm
458;22.135.424.509;-58 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=100/25600, ttl=64 (no response found!);192.168.1.105;;-58 dBm;
459;22.272.266.762;-51 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=100/25600, ttl=64 (reply in 460);192.168.1.105;;-51 dBm;
460;22.274.780.620;-74 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=100/25600, ttl=64 (request in 459);192.168.1.105;;-74 dBm;
461;22.276.783.346;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=100/25600, ttl=64;192.168.1.105;;-50 dBm;
462;22.281.126.154;-51 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=66/16896, ttl=64 (reply in 463);;192.168.1.109;;-51 dBm
463;22.282.532.125;-74 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=66/16896, ttl=64 (request in 462);;192.168.1.109;;-74 dBm
464;22.284.551.328;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=66/16896, ttl=64;;192.168.1.109;;-50 dBm
474;23.136.633.728;-56 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=101/25856, ttl=64 (no response found!);192.168.1.105;;-56 dBm;
475;23.197.328.771;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=101/25856, ttl=64 (reply in 476);192.168.1.105;;-50 dBm;
476;23.200.037.696;-74 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=101/25856, ttl=64 (request in 475);192.168.1.105;;-74 dBm;
477;23.202.060.723;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=101/25856, ttl=64;192.168.1.105;;-50 dBm;
478;23.279.452.375;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=67/17152, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
479;23.286.560.619;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=67/17152, ttl=64 (reply in 480);;192.168.1.109;;-50 dBm
480;23.290.300.544;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=67/17152, ttl=64 (request in 479);;192.168.1.109;;-50 dBm
495;24.141.099.956;-56 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=102/26112, ttl=64 (no response found!);192.168.1.105;;-56 dBm;
496;24.142.127.574;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=102/26112, ttl=64 (reply in 497);192.168.1.105;;-50 dBm;
497;24.146.738.718;-51 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=102/26112, ttl=64 (request in 496);192.168.1.105;;-51 dBm;
498;24.284.496.748;-51 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=68/17408, ttl=64 (reply in 499);;192.168.1.109;;-51 dBm
499;24.289.391.332;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=68/17408, ttl=64 (request in 498);;192.168.1.109;;-50 dBm
511;25.139.752.832;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=103/26368, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
512;25.283.642.046;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=69/17664, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
513;25.344.264.565;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=103/26368, ttl=64 (reply in 515);192.168.1.105;;0;
514;25.344.294.063;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=69/17664, ttl=64 (reply in 517);;192.168.1.109;;-50 dBm
515;25.347.341.479;-74 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=103/26368, ttl=64 (request in 513);192.168.1.105;;-74 dBm;
516;25.349.791.825;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=103/26368, ttl=64;192.168.1.105;;-50 dBm;
517;25.349.830.639;-51 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=69/17664, ttl=64 (request in 514);;192.168.1.109;;-51 dBm
527;26.139.711.011;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=104/26624, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
528;26.285.022.745;-70 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=70/17920, ttl=64 (no response found!);;192.168.1.109;;-70 dBm
529;26.572.765.304;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=104/26624, ttl=64 (reply in 532);192.168.1.105;;0;
530;26.572.791.163;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=70/17920, ttl=64 (reply in 531);;192.168.1.109;;-50 dBm
531;26.576.373.034;-74 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=70/17920, ttl=64 (request in 530);;192.168.1.109;;-74 dBm
532;26.578.132.876;-51 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=104/26624, ttl=64 (request in 529);192.168.1.105;;-51 dBm;
533;26.658.100.494;-51 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=70/17920, ttl=64;;192.168.1.109;;-51 dBm
549;27.140.231.475;-56 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=105/26880, ttl=64 (no response found!);192.168.1.105;;-56 dBm;
550;27.140.255.509;-56 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=105/26880, ttl=64 (no response found!);192.168.1.105;;-56 dBm;
551;27.494.571.194;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=105/26880, ttl=64 (reply in 553);192.168.1.105;;0;
552;27.494.596.928;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=71/18176, ttl=64 (reply in 554);;192.168.1.109;;-50 dBm
553;27.497.794.553;-74 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=105/26880, ttl=64 (request in 551);192.168.1.105;;-74 dBm;
554;27.499.325.178;-74 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=71/18176, ttl=64 (request in 552);;192.168.1.109;;-74 dBm
555;27.499.354.595;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=105/26880, ttl=64;192.168.1.105;;-50 dBm;
556;27.500.388.253;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=105/26880, ttl=64;192.168.1.105;;-50 dBm;
557;27.500.413.765;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=105/26880, ttl=64;192.168.1.105;;-50 dBm;
558;27.500.978.981;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=105/26880, ttl=64;192.168.1.105;;-50 dBm;
559;27.501.835.951;-51 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=105/26880, ttl=64;192.168.1.105;;-51 dBm;
560;27.588.014.890;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=71/18176, ttl=64;;192.168.1.109;;-50 dBm
569;28.139.601.942;-55 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=106/27136, ttl=64 (no response found!);192.168.1.105;;-55 dBm;
571;28.416.014.972;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=106/27136, ttl=64 (reply in 573);192.168.1.105;;0;
572;28.416.042.570;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=72/18432, ttl=64 (reply in 574);;192.168.1.109;;-50 dBm
573;28.418.586.912;-72 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=106/27136, ttl=64 (request in 571);192.168.1.105;;-72 dBm;
574;28.418.852.747;-73 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=72/18432, ttl=64 (request in 572);;192.168.1.109;;-73 dBm
575;28.419.524.830;-73 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=72/18432, ttl=64;;192.168.1.109;;-73 dBm
576;28.421.330.812;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=106/27136, ttl=64;192.168.1.105;;-50 dBm;
577;28.421.370.554;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=72/18432, ttl=64;;192.168.1.109;;-50 dBm
585;29.139.757.403;-56 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=107/27392, ttl=64 (no response found!);192.168.1.105;;-56 dBm;
586;29.287.817.853;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=73/18688, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
587;29.340.470.149;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=107/27392, ttl=64 (no response found!);192.168.1.105;;0;
588;29.340.504.956;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=73/18688, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
589;29.340.915.822;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=107/27392, ttl=64 (no response found!);192.168.1.105;;0;
590;29.340.942.897;-51 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=73/18688, ttl=64 (no response found!);;192.168.1.109;;-51 dBm
591;29.341.649.522;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=107/27392, ttl=64 (reply in 593);192.168.1.105;;0;
592;29.341.675.764;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=73/18688, ttl=64 (reply in 594);;192.168.1.109;;-50 dBm
593;29.343.990.558;-72 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=107/27392, ttl=64 (request in 591);192.168.1.105;;-72 dBm;
594;29.344.398.673;-72 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=73/18688, ttl=64 (request in 592);;192.168.1.109;;-72 dBm
595;29.346.703.981;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=107/27392, ttl=64;192.168.1.105;;-50 dBm;
596;29.346.740.484;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=73/18688, ttl=64;;192.168.1.109;;-50 dBm
597;29.346.759.141;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=73/18688, ttl=64;;192.168.1.109;;-50 dBm
607;30.144.037.814;-56 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=108/27648, ttl=64 (no response found!);192.168.1.105;;-56 dBm;
608;30.145.517.569;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=108/27648, ttl=64 (reply in 609);192.168.1.105;;-50 dBm;
609;30.148.192.576;-72 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=108/27648, ttl=64 (request in 608);192.168.1.105;;-72 dBm;
610;30.150.225.063;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=108/27648, ttl=64;192.168.1.105;;-50 dBm;
611;30.288.958.009;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=74/18944, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
612;30.290.991.375;-51 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=74/18944, ttl=64 (reply in 613);;192.168.1.109;;-51 dBm
613;30.292.633.526;-72 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=74/18944, ttl=64 (request in 612);;192.168.1.109;;-72 dBm
614;30.294.637.342;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=74/18944, ttl=64;;192.168.1.109;;-50 dBm
626;31.142.323.877;-56 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=109/27904, ttl=64 (no response found!);192.168.1.105;;-56 dBm;
627;31.183.835.729;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=109/27904, ttl=64 (reply in 628);192.168.1.105;;-50 dBm;
628;31.186.510.537;-72 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=109/27904, ttl=64 (request in 627);192.168.1.105;;-72 dBm;
629;31.188.948.171;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=109/27904, ttl=64;192.168.1.105;;-50 dBm;
630;31.290.978.325;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=75/19200, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
631;31.293.024.675;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=75/19200, ttl=64 (reply in 632);;192.168.1.109;;-50 dBm
632;31.295.643.317;-73 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=75/19200, ttl=64 (request in 631);;192.168.1.109;;-73 dBm
633;31.296.896.849;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=75/19200, ttl=64;;192.168.1.109;;-50 dBm
643;32.143.155.637;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=110/28160, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
644;32.290.532.887;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=76/19456, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
645;32.290.932.263;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=76/19456, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
646;32.408.180.462;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=110/28160, ttl=64 (reply in 648);192.168.1.105;;0;
647;32.408.207.727;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=76/19456, ttl=64 (reply in 649);;192.168.1.109;;-50 dBm
648;32.410.504.679;-72 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=110/28160, ttl=64 (request in 646);192.168.1.105;;-72 dBm;
649;32.410.886.719;-72 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=76/19456, ttl=64 (request in 647);;192.168.1.109;;-72 dBm
