No.;Time;signal strength;Source;Destination;Info;Length;;;S1;S2
309;14.072.968.130;-54 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=127/32512, ttl=64 (reply in 310);161;;192.168.1.106;;-54 dBm
310;14.082.643.720;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=127/32512, ttl=64 (request in 309);172;;192.168.1.106;;-77 dBm
311;14.083.944.797;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=127/32512, ttl=64;161;;192.168.1.106;;-52 dBm
321;14.443.320.272;-65 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=184/47104, ttl=64 (no response found!);172;192.168.1.102;;-65 dBm;
322;14.443.486.314;-65 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=184/47104, ttl=64 (no response found!);172;192.168.1.102;;-65 dBm;
323;14.656.740.481;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=184/47104, ttl=64 (reply in 324);161;192.168.1.102;;-52 dBm;
324;14.666.979.531;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=184/47104, ttl=64 (request in 323);172;192.168.1.102;;-77 dBm;
325;14.751.091.049;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=184/47104, ttl=64;161;192.168.1.102;;-53 dBm;
326;15.072.983.827;-61 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=128/32768, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
327;15.074.699.067;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=128/32768, ttl=64 (reply in 328);161;;192.168.1.106;;-53 dBm
328;15.081.418.568;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=128/32768, ttl=64 (request in 327);172;;192.168.1.106;;-77 dBm
329;15.083.546.194;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=128/32768, ttl=64;161;;192.168.1.106;;-52 dBm
332;15.444.972.877;-65 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=185/47360, ttl=64 (no response found!);172;192.168.1.102;;-65 dBm;
333;15.447.229.502;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=185/47360, ttl=64 (reply in 334);161;192.168.1.102;;-53 dBm;
334;15.449.597.054;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=185/47360, ttl=64 (request in 333);172;192.168.1.102;;-77 dBm;
335;15.452.144.843;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=185/47360, ttl=64;161;192.168.1.102;;-53 dBm;
336;15.452.169.029;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=185/47360, ttl=64;161;192.168.1.102;;-53 dBm;
337;15.452.185.487;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=185/47360, ttl=64;161;192.168.1.102;;-53 dBm;
338;15.452.719.420;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=185/47360, ttl=64;161;192.168.1.102;;-53 dBm;
339;15.453.267.415;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=185/47360, ttl=64;161;192.168.1.102;;-52 dBm;
340;15.454.223.362;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=185/47360, ttl=64;161;192.168.1.102;;-53 dBm;
341;15.454.256.779;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=185/47360, ttl=64;161;192.168.1.102;;-52 dBm;
342;15.455.076.852;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=185/47360, ttl=64;161;192.168.1.102;;-52 dBm;
358;16.074.623.142;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=129/33024, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
359;16.079.674.850;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=129/33024, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
360;16.079.693.517;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=129/33024, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
361;16.079.713.907;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=129/33024, ttl=64 (no response found!);161;;192.168.1.106;;-52 dBm
362;16.079.731.125;-54 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=129/33024, ttl=64 (reply in 363);161;;192.168.1.106;;-54 dBm
363;16.086.297.684;-76 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=129/33024, ttl=64 (request in 362);172;;192.168.1.106;;-76 dBm
381;16.447.105.204;-65 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=186/47616, ttl=64 (no response found!);172;192.168.1.102;;-65 dBm;
382;16.492.167.703;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=186/47616, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
383;16.492.192.877;-51 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=186/47616, ttl=64 (no response found!);161;192.168.1.102;;-51 dBm;
384;16.492.208.987;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=186/47616, ttl=64 (no response found!);161;192.168.1.102;;-52 dBm;
385;16.492.224.755;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=186/47616, ttl=64 (no response found!);161;192.168.1.102;;-52 dBm;
386;16.493.017.485;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=186/47616, ttl=64 (reply in 387);161;192.168.1.102;;-53 dBm;
387;16.499.879.290;-76 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=186/47616, ttl=64 (request in 386);172;192.168.1.102;;-76 dBm;
388;16.591.847.980;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=186/47616, ttl=64;161;192.168.1.102;;-52 dBm;
389;16.591.871.950;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=186/47616, ttl=64;161;192.168.1.102;;-53 dBm;
390;16.591.887.083;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=186/47616, ttl=64;161;192.168.1.102;;-53 dBm;
391;16.591.907.756;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=186/47616, ttl=64;161;192.168.1.102;;-53 dBm;
392;16.592.838.800;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=186/47616, ttl=64;161;192.168.1.102;;-52 dBm;
393;16.594.136.606;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=186/47616, ttl=64;161;192.168.1.102;;-53 dBm;
394;16.594.160.465;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=186/47616, ttl=64;161;192.168.1.102;;-52 dBm;
395;16.594.175.840;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=186/47616, ttl=64;161;192.168.1.102;;-52 dBm;
396;17.076.570.148;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=130/33280, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
397;17.078.422.693;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=130/33280, ttl=64 (reply in 398);161;;192.168.1.106;;-52 dBm
398;17.084.936.482;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=130/33280, ttl=64 (request in 397);172;;192.168.1.106;;-77 dBm
399;17.086.572.283;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=130/33280, ttl=64;161;;192.168.1.106;;-52 dBm
417;17.448.140.145;-64 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=187/47872, ttl=64 (no response found!);172;192.168.1.102;;-64 dBm;
418;17.511.492.710;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=187/47872, ttl=64 (reply in 419);161;192.168.1.102;;-53 dBm;
419;17.519.890.476;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=187/47872, ttl=64 (request in 418);172;192.168.1.102;;-77 dBm;
420;17.720.912.762;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=187/47872, ttl=64;161;192.168.1.102;;-53 dBm;
421;18.078.208.904;-63 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=131/33536, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
422;18.131.522.255;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=131/33536, ttl=64 (reply in 423);161;;192.168.1.106;;-53 dBm
423;18.139.890.063;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=131/33536, ttl=64 (request in 422);172;;192.168.1.106;;-77 dBm
424;18.142.004.345;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=131/33536, ttl=64;161;;192.168.1.106;;-52 dBm
433;18.449.894.037;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=188/48128, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
434;18.497.361.339;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=188/48128, ttl=64 (reply in 435);161;192.168.1.102;;-52 dBm;
435;18.498.602.821;-76 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=188/48128, ttl=64 (request in 434);172;192.168.1.102;;-76 dBm;
436;18.640.929.912;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=188/48128, ttl=64;161;192.168.1.102;;-53 dBm;
437;19.079.940.085;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=132/33792, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
438;19.099.737.686;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=132/33792, ttl=64 (reply in 439);161;;192.168.1.106;;-53 dBm
439;19.101.087.475;-76 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=132/33792, ttl=64 (request in 438);172;;192.168.1.106;;-76 dBm
440;19.103.238.982;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=132/33792, ttl=64;161;;192.168.1.106;;-53 dBm
443;19.450.964.193;-62 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=189/48384, ttl=64 (no response found!);172;192.168.1.102;;-62 dBm;
444;19.461.476.148;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=189/48384, ttl=64 (reply in 445);161;192.168.1.102;;-52 dBm;
445;19.471.581.149;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=189/48384, ttl=64 (request in 444);161;192.168.1.102;;-52 dBm;
457;20.080.550.841;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=133/34048, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
458;20.099.119.834;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=133/34048, ttl=64 (reply in 459);161;;192.168.1.106;;-53 dBm
459;20.102.323.542;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=133/34048, ttl=64 (request in 458);172;;192.168.1.106;;-77 dBm
460;20.106.146.691;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=133/34048, ttl=64;161;;192.168.1.106;;-52 dBm
469;20.452.399.081;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=190/48640, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
470;20.455.016.696;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=190/48640, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
471;20.455.040.611;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=190/48640, ttl=64 (no response found!);161;192.168.1.102;;-52 dBm;
472;20.455.056.499;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=190/48640, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
473;20.455.071.437;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=190/48640, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
474;20.456.325.267;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=190/48640, ttl=64 (reply in 475);161;192.168.1.102;;-53 dBm;
475;20.464.992.534;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=190/48640, ttl=64 (request in 474);161;192.168.1.102;;-52 dBm;
476;21.083.286.287;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=134/34304, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
477;21.084.335.137;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=134/34304, ttl=64 (reply in 478);161;;192.168.1.106;;-52 dBm
478;21.086.875.564;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=134/34304, ttl=64 (request in 477);172;;192.168.1.106;;-77 dBm
479;21.099.920.070;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=134/34304, ttl=64;161;;192.168.1.106;;-53 dBm
488;21.454.449.443;-62 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=191/48896, ttl=64 (no response found!);172;192.168.1.102;;-62 dBm;
489;21.502.928.116;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=191/48896, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
490;21.502.945.442;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=191/48896, ttl=64 (no response found!);161;192.168.1.102;;-52 dBm;
491;21.502.960.506;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=191/48896, ttl=64 (no response found!);161;192.168.1.102;;-52 dBm;
492;21.502.975.234;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=191/48896, ttl=64 (no response found!);161;192.168.1.102;;-52 dBm;
493;21.503.538.082;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=191/48896, ttl=64 (reply in 494);161;192.168.1.102;;-53 dBm;
494;21.511.483.443;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=191/48896, ttl=64 (request in 493);172;192.168.1.102;;-77 dBm;
495;21.513.859.824;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=191/48896, ttl=64;161;192.168.1.102;;-53 dBm;
496;22.084.964.720;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=135/34560, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
497;22.087.835.658;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=135/34560, ttl=64 (reply in 498);161;;192.168.1.106;;-52 dBm
498;22.094.060.235;-76 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=135/34560, ttl=64 (request in 497);172;;192.168.1.106;;-76 dBm
499;22.094.305.662;-76 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=135/34560, ttl=64;172;;192.168.1.106;;-76 dBm
500;22.094.661.285;-76 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=135/34560, ttl=64;172;;192.168.1.106;;-76 dBm
501;22.097.163.019;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=135/34560, ttl=64;161;;192.168.1.106;;-53 dBm
512;22.455.024.721;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=192/49152, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
513;22.531.299.312;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=192/49152, ttl=64 (no response found!);161;192.168.1.102;;-52 dBm;
514;22.531.325.423;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=192/49152, ttl=64 (reply in 515);161;192.168.1.102;;-52 dBm;
515;22.539.748.867;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=192/49152, ttl=64 (request in 514);172;192.168.1.102;;-77 dBm;
516;22.631.819.303;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=192/49152, ttl=64;161;192.168.1.102;;-52 dBm;
517;22.631.844.269;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=192/49152, ttl=64;161;192.168.1.102;;-52 dBm;
518;22.631.859.303;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=192/49152, ttl=64;161;192.168.1.102;;-52 dBm;
519;23.086.178.236;-61 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=136/34816, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
520;23.142.766.429;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=136/34816, ttl=64 (reply in 521);161;;192.168.1.106;;-52 dBm
521;23.150.158.687;-76 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=136/34816, ttl=64 (request in 520);172;;192.168.1.106;;-76 dBm
522;23.151.784.719;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=136/34816, ttl=64;161;;192.168.1.106;;-52 dBm
525;23.461.326.584;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=193/49408, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
533;23.551.707.388;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=193/49408, ttl=64 (reply in 534);161;192.168.1.102;;-53 dBm;
534;23.558.940.482;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=193/49408, ttl=64 (request in 533);172;192.168.1.102;;-77 dBm;
535;23.560.947.222;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=193/49408, ttl=64;161;192.168.1.102;;-52 dBm;
536;24.087.738.915;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=137/35072, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
537;24.170.674.425;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=137/35072, ttl=64 (reply in 540);161;;192.168.1.106;;-53 dBm
540;24.177.826.176;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=137/35072, ttl=64 (request in 537);172;;192.168.1.106;;-77 dBm
543;24.178.814.570;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=137/35072, ttl=64;161;;192.168.1.106;;-53 dBm
550;24.459.379.023;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=194/49664, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
551;24.481.409.433;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=194/49664, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
552;24.481.435.466;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=194/49664, ttl=64 (no response found!);161;192.168.1.102;;-52 dBm;
553;24.481.454.190;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=194/49664, ttl=64 (no response found!);161;192.168.1.102;;-52 dBm;
554;24.482.334.573;-54 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=194/49664, ttl=64 (no response found!);161;192.168.1.102;;-54 dBm;
555;24.482.957.076;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=194/49664, ttl=64 (reply in 556);161;192.168.1.102;;-53 dBm;
556;24.491.334.466;-76 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=194/49664, ttl=64 (request in 555);172;192.168.1.102;;-76 dBm;
557;24.493.381.346;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=194/49664, ttl=64;161;192.168.1.102;;-53 dBm;
558;25.088.755.530;-61 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=138/35328, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
559;25.090.848.093;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=138/35328, ttl=64 (reply in 560);161;;192.168.1.106;;-53 dBm
560;25.092.293.278;-76 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=138/35328, ttl=64 (request in 559);172;;192.168.1.106;;-76 dBm
561;25.094.582.155;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=138/35328, ttl=64;161;;192.168.1.106;;-52 dBm
562;25.094.607.760;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=138/35328, ttl=64;161;;192.168.1.106;;-52 dBm
575;25.459.278.839;-62 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=195/49920, ttl=64 (no response found!);172;192.168.1.102;;-62 dBm;
576;25.461.597.888;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=195/49920, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
577;25.461.626.164;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=195/49920, ttl=64 (reply in 578);161;192.168.1.102;;-52 dBm;
578;25.463.215.619;-76 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=195/49920, ttl=64 (request in 577);172;192.168.1.102;;-76 dBm;
579;25.467.078.831;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=195/49920, ttl=64;161;192.168.1.102;;-52 dBm;
580;25.467.102.798;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=195/49920, ttl=64;161;192.168.1.102;;-53 dBm;
581;26.090.575.018;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=139/35584, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
582;26.110.581.020;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=139/35584, ttl=64 (no response found!);172;;192.168.1.106;;-52 dBm
583;26.110.839.687;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=139/35584, ttl=64 (no response found!);172;;192.168.1.106;;-52 dBm
584;26.111.278.179;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=139/35584, ttl=64 (no response found!);172;;192.168.1.106;;-52 dBm
585;26.112.039.429;-54 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=139/35584, ttl=64 (reply in 586);161;;192.168.1.106;;-54 dBm
586;26.121.730.086;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=139/35584, ttl=64 (request in 585);172;;192.168.1.106;;-77 dBm
587;26.123.758.469;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=139/35584, ttl=64;161;;192.168.1.106;;-52 dBm
